"slug","state","answer"
"p_of_parents_agree_should_provide_snacks","RI","64"
"p_of_parents_programs_offers_snacks","RI","76"
"p_of_parents_satisfied_programs_snacks","RI","79"
"p_of_parents_satisfied_healthy_snacks","RI","75"
"p_of_parents_snacks_important","RI","54"
"p_of_parents_healthy_snacks_important","RI","63"
"p_of_parents_agree_should_provide_physical","RI","70"
"p_of_parents_programs_offers_physical","RI","82"
"p_of_parents_satisfied_programs_physical_amount","RI","81"
"p_of_parents_satisfied_programs_physical_variety","RI","83"
"p_of_parents_physical_important","RI","73"
"p_family_child_summer_2013","RI","21"
"p_family_child_summer_2008","RI","36"
"p_family_want_summer","RI","38"
"p_of_parents_agree_summer_academic","RI","61"
"avg_hr_per_day_summer","RI","5.71"
"avg_weeks_per_summer","RI","5.47"
"avg_dollars_per_week_summer","RI","462.3"
"p_of_parents_support_public_funding_summer","RI","77"
"p_of_parents_support_public_funding_summer_2009","RI","81"
"p_of_parents_report_stem_learning_opp","RI","75"
"p_of_parents_satisfied_stem_program","RI","61"
"p_of_parents_consider_stem_as_factor","RI","46"
"p_of_parents_agree_children_gain_stem","RI","59"
"p_of_parents_agree_should_provide_stem","RI","63"
"p_of_children_in_programs_2014","SC","13.2"
"p_of_children_in_programs_2009","SC","15"
"p_of_children_in_programs_2004","SC","13"
"avg_hr_per_week_in_programs","SC","7.22"
"avg_day_per_week_in_programs","SC","3.66"
"p_of_children_would_be_enrolled_2014","SC","51.3"
"p_of_children_would_be_enrolled_2009","SC","46"
"p_of_children_would_be_enrolled_2004","SC","41"
"p_of_children_alone_2014","SC","18"
"p_of_children_alone_2009","SC","24"
"p_of_children_alone_2004","SC","24"
"avg_hr_per_week_alone","SC","9.39"
"reason_1_not_enrolling_child","SC","Preference for alternative activities"
"reason_2_not_enrolling_child","SC","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","SC",""
"ans_1_type_activity","SC","Homework assistance"
"p_for_ans_1_type_activity","SC","84.6"
"ans_2_type_activity","SC","Opportunities for physical activity"
"p_for_ans_2_type_activity","SC","84.3"
"ans_3_type_activity","SC","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","SC","82.1"
"ans_4_type_activity","SC","Opportunities for reading or writing"
"p_for_ans_4_type_activity","SC","71.2"
"ans_5_type_activity","SC","STEM learning opportunities"
"p_for_ans_5_type_activity","SC","59.4"
"p_of_parents_programs_excite_abt_learning","SC","67.7"
"p_of_parents_programs_help_child_gain_skills","SC","72.5"
"p_of_parents_programs_reduce_risky","SC","73.2"
"p_of_parents_support_public_funding_2014","SC","82.2"
"p_of_parents_support_public_funding_2009","SC","82"
"p_of_parents_receive_public_funding","SC","20.3"
"p_of_parents_satisfied_child_program_2014","SC","91.4"
"p_of_parents_satisfied_child_program_2009","SC","92"
"p_of_parents_satisfied_child_program_2004","SC","85"
"p_of_parents_satisfied_program_safe","SC","89.9"
"p_of_parents_satisfied_program_quality_of_care","SC","95.7"
"ans_1_select_program","SC","Knowledgeable and well-trained staff"
"p_for_ans_1_select_program","SC","85.4"
"ans_2_select_program","SC","Is a safe haven"
"p_for_ans_2_select_program","SC","80.7"
"ans_3_select_program","SC","My child enjoys the program"
"p_for_ans_3_select_program","SC","77.2"
"ans_4_select_program","SC","Quality of care"
"p_for_ans_4_select_program","SC","76.9"
"ans_5_select_program","SC","The hours meet parents' needs"
"p_for_ans_5_select_program","SC","74.9"
"p_of_parents_program_public_school_bldg","SC","66.1"
"ans_1_program_provider","SC","Afterschool program run by a public school"
"ans_2_program_provider","SC","YMCA afterschool program"
"ans_3_program_provider","SC","Afterschool program run by a child care center"
"ans_4_program_provider","SC",""
"p_of_boys_program","SC","55.9"
"p_of_girls_program","SC","44.1"
"p_of_children_programs_qualify_federal_asst","SC","34.6"
"avg_dolllars_spent_per_week_program","SC","71.1"
"num_households_surveyed_2014","SC","209"
"num_children_screened_2014","SC","795"
"err_margin_households_surveyed_2014","SC","4.6"
"err_margin_children_screened_2014","SC","3.5"
"p_of_children_alone_2014_6_to_8","SC","16.2"
"p_of_children_alone_2014_9_to_12","SC","35.4"
"p_of_children_alone_2014_k_to_5","SC","2.2"
"p_of_children_in_programs_2014_6_to_8","SC","7.7"
"p_of_children_in_programs_2014_9_to_12","SC","12.9"
"p_of_children_in_programs_2014_k_to_5","SC","17.3"
"p_of_children_would_be_enrolled_2014_6_to_8","SC","55.3"
"p_of_children_would_be_enrolled_2014_9_to_12","SC","50.1"
"p_of_children_would_be_enrolled_2014_k_to_5","SC","49.7"
"is_top_ten","SC","FALSE"
"p_of_parents_working_parents_peace","SC","76.9"
"p_of_parents_working_parents_keep_jobs","SC","72.6"
"real_of_children_in_programs_2014","SC","98,111"
"real_of_children_would_be_enrolled_2014","SC","330,964"
"real_of_children_alone_2014","SC","133,788"
"intro_text","SC","After an increase in afterschool program participation from 13 percent in 2004 to 15 percent in 2009, the percentage of South Carolina children taking part in an afterschool program dropped back down to 13 percent in 2014, falling behind the national average.  The time children spend in an afterschool program also slightly decreased, from an average of 8 hours per week in 2009 to just more than 7 hours in 2014.  Unmet demand for afterschool programs continues to rise in South Carolina, from 41 percent in 2004 to 46 percent in 2009 to 51 percent in 2014."
"p_of_parents_agree_should_provide_snacks","SC","78"
"p_of_parents_programs_offers_snacks","SC","82"
"p_of_parents_satisfied_programs_snacks","SC","82"
"p_of_parents_satisfied_healthy_snacks","SC","85"
"p_of_parents_snacks_important","SC","68"
"p_of_parents_healthy_snacks_important","SC","70"
"p_of_parents_agree_should_provide_physical","SC","81"
"p_of_parents_programs_offers_physical","SC","84"
"p_of_parents_satisfied_programs_physical_amount","SC","87"
"p_of_parents_satisfied_programs_physical_variety","SC","86"
"p_of_parents_physical_important","SC","63"
"p_family_child_summer_2013","SC","34"
"p_family_child_summer_2008","SC","25"
"p_family_want_summer","SC","49"
"p_of_parents_agree_summer_academic","SC","75"
"avg_hr_per_day_summer","SC","4.61"
"avg_weeks_per_summer","SC","5.24"
"avg_dollars_per_week_summer","SC","184.8"
"p_of_parents_support_public_funding_summer","SC","83"
"p_of_parents_support_public_funding_summer_2009","SC","80"
"p_of_parents_report_stem_learning_opp","SC","59"
"p_of_parents_satisfied_stem_program","SC","68"
"p_of_parents_consider_stem_as_factor","SC","47"
"p_of_parents_agree_children_gain_stem","SC","67"
"p_of_parents_agree_should_provide_stem","SC","77"
"p_of_children_in_programs_2014","SD","14.3"
"p_of_children_in_programs_2009","SD","12"
"p_of_children_in_programs_2004","SD","16"
"avg_hr_per_week_in_programs","SD","6.51"
"avg_day_per_week_in_programs","SD","3.94"
"p_of_children_would_be_enrolled_2014","SD","31.7"
"p_of_children_would_be_enrolled_2009","SD","32"
"p_of_children_would_be_enrolled_2004","SD","27"
"p_of_children_alone_2014","SD","27.1"
"p_of_children_alone_2009","SD","37"
"p_of_children_alone_2004","SD","28"
"avg_hr_per_week_alone","SD","8.15"
"reason_1_not_enrolling_child","SD","Preference for alternative activities"
"reason_2_not_enrolling_child","SD","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","SD",""
"ans_1_type_activity","SD","Opportunities for physical activity"
"p_for_ans_1_type_activity","SD","78.7"
"ans_2_type_activity","SD","Opportunities for reading or writing"
"p_for_ans_2_type_activity","SD","70.1"
"ans_3_type_activity","SD","Homework assistance"
"p_for_ans_3_type_activity","SD","67"
"ans_4_type_activity","SD","STEM learning opportunities"
"p_for_ans_4_type_activity","SD","65.9"
"ans_5_type_activity","SD","Beverages, snacks and/or meals"
"p_for_ans_5_type_activity","SD","64.3"
"p_of_parents_programs_excite_abt_learning","SD","57.4"
"p_of_parents_programs_help_child_gain_skills","SD","63.5"
"p_of_parents_programs_reduce_risky","SD","70.1"
"p_of_parents_support_public_funding_2014","SD","87.4"
"p_of_parents_support_public_funding_2009","SD","70"
"p_of_parents_receive_public_funding","SD","17.5"
"p_of_parents_satisfied_child_program_2014","SD","93"
"p_of_parents_satisfied_child_program_2009","SD","100"
"p_of_parents_satisfied_child_program_2004","SD","91"
"p_of_parents_satisfied_program_safe","SD","92.8"
"p_of_parents_satisfied_program_quality_of_care","SD","95.1"
"ans_1_select_program","SD","Is a safe haven"
"p_for_ans_1_select_program","SD","70.6"
"ans_2_select_program","SD","Location is convenient"
"p_for_ans_2_select_program","SD","69.6"
"ans_3_select_program","SD","Knowledgeable and well-trained staff"
"p_for_ans_3_select_program","SD","69.3"
"ans_4_select_program","SD","Quality of care"
"p_for_ans_4_select_program","SD","66.1"
"ans_5_select_program","SD","The hours meet parents' needs"
"p_for_ans_5_select_program","SD","65"
"p_of_parents_program_public_school_bldg","SD","67.7"
"ans_1_program_provider","SD","Afterschool program run by a public school"
"ans_2_program_provider","SD","Other"
"ans_3_program_provider","SD","Boys & Girls Club afterschool program"
"ans_4_program_provider","SD","Afterschool program run by religious organization"
"p_of_boys_program","SD","41.3"
"p_of_girls_program","SD","58.7"
"p_of_children_programs_qualify_federal_asst","SD","19.8"
"avg_dolllars_spent_per_week_program","SD","58.3"
"num_households_surveyed_2014","SD","200"
"num_children_screened_2014","SD","406"
"err_margin_households_surveyed_2014","SD","7"
"err_margin_children_screened_2014","SD","5"
"p_of_children_alone_2014_6_to_8","SD","30.7"
"p_of_children_alone_2014_9_to_12","SD","44.9"
"p_of_children_alone_2014_k_to_5","SD","5.5"
"p_of_children_in_programs_2014_6_to_8","SD","10.1"
"p_of_children_in_programs_2014_9_to_12","SD","8.2"
"p_of_children_in_programs_2014_k_to_5","SD","20.7"
"p_of_children_would_be_enrolled_2014_6_to_8","SD","28.7"
"p_of_children_would_be_enrolled_2014_9_to_12","SD","22.8"
"p_of_children_would_be_enrolled_2014_k_to_5","SD","38.6"
"is_top_ten","SD","FALSE"
"p_of_parents_working_parents_peace","SD","77.9"
"p_of_parents_working_parents_keep_jobs","SD","77.5"
"real_of_children_in_programs_2014","SD","19,165"
"real_of_children_would_be_enrolled_2014","SD","36,409"
"real_of_children_alone_2014","SD","36,320"
"intro_text","SD","In 2009, South Dakota experienced a dip in afterschool program participation, from 16 percent in 2004 to 12 percent in 2009.  This year, afterschool program participation grew slightly, to 14 percent, but remains well below the national average.  Similarly, although the percentage of children alone and unsupervised decreased in 2014—from 37 percent in 2009 to 27 percent in 2014—it is 7 percentage points above the national average.  Although below the national average, unmet demand for afterschool programs in South Dakota is high.  Nearly 1 in 3 children not in an afterschool program would be enrolled if one were available to them. "
"p_of_parents_agree_should_provide_snacks","SD","67"
"p_of_parents_programs_offers_snacks","SD","64"
"p_of_parents_satisfied_programs_snacks","SD","86"
"p_of_parents_satisfied_healthy_snacks","SD","86"
"p_of_parents_snacks_important","SD","49"
"p_of_parents_healthy_snacks_important","SD","45"
"p_of_parents_agree_should_provide_physical","SD","80"
"p_of_parents_programs_offers_physical","SD","79"
"p_of_parents_satisfied_programs_physical_amount","SD","86"
"p_of_parents_satisfied_programs_physical_variety","SD","73"
"p_of_parents_physical_important","SD","58"
"p_family_child_summer_2013","SD","22"
"p_family_child_summer_2008","SD","22"
"p_family_want_summer","SD","42"
"p_of_parents_agree_summer_academic","SD","70"
"avg_hr_per_day_summer","SD","4.13"
"avg_weeks_per_summer","SD","4.93"
"avg_dollars_per_week_summer","SD","176.9"
"p_of_parents_support_public_funding_summer","SD","88"
"p_of_parents_support_public_funding_summer_2009","SD","70"
"p_of_parents_report_stem_learning_opp","SD","66"
"p_of_parents_satisfied_stem_program","SD","70"
"p_of_parents_consider_stem_as_factor","SD","33"
"p_of_parents_agree_children_gain_stem","SD","56"
"p_of_parents_agree_should_provide_stem","SD","67"
"p_of_children_in_programs_2014","TN","17.5"
"p_of_children_in_programs_2009","TN","13"
"p_of_children_in_programs_2004","TN","10"
"avg_hr_per_week_in_programs","TN","7.24"
"avg_day_per_week_in_programs","TN","3.53"
"p_of_children_would_be_enrolled_2014","TN","31.1"
"p_of_children_would_be_enrolled_2009","TN","36"
"p_of_children_would_be_enrolled_2004","TN","26"
"p_of_children_alone_2014","TN","16.6"
"p_of_children_alone_2009","TN","29"
"p_of_children_alone_2004","TN","23"
"avg_hr_per_week_alone","TN","7.85"
"reason_1_not_enrolling_child","TN","Preference for alternative activities"
"reason_2_not_enrolling_child","TN","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","TN",""
"ans_1_type_activity","TN","Opportunities for physical activity"
"p_for_ans_1_type_activity","TN","83.1"
"ans_2_type_activity","TN","Beverages, snacks and/or meals"
"p_for_ans_2_type_activity","TN","75.3"
"ans_3_type_activity","TN","Homework assistance"
"p_for_ans_3_type_activity","TN","73.5"
"ans_4_type_activity","TN","Opportunities for reading or writing"
"p_for_ans_4_type_activity","TN","64.9"
"ans_5_type_activity","TN","Music or art"
"p_for_ans_5_type_activity","TN","60.7"
"p_of_parents_programs_excite_abt_learning","TN","62.3"
"p_of_parents_programs_help_child_gain_skills","TN","74.2"
"p_of_parents_programs_reduce_risky","TN","77.7"
"p_of_parents_support_public_funding_2014","TN","86.4"
"p_of_parents_support_public_funding_2009","TN","84"
"p_of_parents_receive_public_funding","TN","18.8"
"p_of_parents_satisfied_child_program_2014","TN","92.3"
"p_of_parents_satisfied_child_program_2009","TN","90"
"p_of_parents_satisfied_child_program_2004","TN","92"
"p_of_parents_satisfied_program_safe","TN","87.8"
"p_of_parents_satisfied_program_quality_of_care","TN","89.2"
"ans_1_select_program","TN","Location is convenient"
"p_for_ans_1_select_program","TN","88.1"
"ans_2_select_program","TN","Quality of care"
"p_for_ans_2_select_program","TN","87.3"
"ans_3_select_program","TN","My child enjoys the program"
"p_for_ans_3_select_program","TN","86.2"
"ans_4_select_program","TN","Is a safe haven"
"p_for_ans_4_select_program","TN","85"
"ans_5_select_program","TN","The hours meet parents' needs"
"p_for_ans_5_select_program","TN","84.4"
"p_of_parents_program_public_school_bldg","TN","69.4"
"ans_1_program_provider","TN","Afterschool program run by a public school"
"ans_2_program_provider","TN","Boys & Girls Club afterschool program"
"ans_3_program_provider","TN","YMCA afterschool program"
"ans_4_program_provider","TN",""
"p_of_boys_program","TN","45.9"
"p_of_girls_program","TN","54.1"
"p_of_children_programs_qualify_federal_asst","TN","51.5"
"avg_dolllars_spent_per_week_program","TN","77.7"
"num_households_surveyed_2014","TN","250"
"num_children_screened_2014","TN","995"
"err_margin_households_surveyed_2014","TN","4.1"
"err_margin_children_screened_2014","TN","3.2"
"p_of_children_alone_2014_6_to_8","TN","19"
"p_of_children_alone_2014_9_to_12","TN","39.1"
"p_of_children_alone_2014_k_to_5","TN","3.3"
"p_of_children_in_programs_2014_6_to_8","TN","17.1"
"p_of_children_in_programs_2014_9_to_12","TN","10.9"
"p_of_children_in_programs_2014_k_to_5","TN","23"
"p_of_children_would_be_enrolled_2014_6_to_8","TN","42.4"
"p_of_children_would_be_enrolled_2014_9_to_12","TN","18"
"p_of_children_would_be_enrolled_2014_k_to_5","TN","35.1"
"is_top_ten","TN","TRUE"
"p_of_parents_working_parents_peace","TN","82.6"
"p_of_parents_working_parents_keep_jobs","TN","78.3"
"real_of_children_in_programs_2014","TN","179,897"
"real_of_children_would_be_enrolled_2014","TN","263,754"
"real_of_children_alone_2014","TN","170,645"
"intro_text","TN","This is Tennessee’s first year in the list of top 10 states for afterschool, with its entry driven by the high percentage of high-needs students served by afterschool programs.  More than half of Tennessee’s children in afterschool programs qualify for the Federal Free or Reduced Price Lunch Program.  The low percentage of children unsupervised after school as well as the high number of parents extremely satisfied with their afterschool program overall also contribute to Tennessee’s number nine spot.  Although the percentage of children participating in afterschool programs in Tennessee increased 5 percentage points from 2009 to 2014, the state remains in the middle of the pack regarding afterschool program participation and has more than a quarter of a million children not in an afterschool program who would be enrolled if one were available."
"p_of_parents_agree_should_provide_snacks","TN","73"
"p_of_parents_programs_offers_snacks","TN","75"
"p_of_parents_satisfied_programs_snacks","TN","79"
"p_of_parents_satisfied_healthy_snacks","TN","76"
"p_of_parents_snacks_important","TN","66"
"p_of_parents_healthy_snacks_important","TN","70"
"p_of_parents_agree_should_provide_physical","TN","85"
"p_of_parents_programs_offers_physical","TN","83"
"p_of_parents_satisfied_programs_physical_amount","TN","85"
"p_of_parents_satisfied_programs_physical_variety","TN","82"
"p_of_parents_physical_important","TN","73"
"p_family_child_summer_2013","TN","37"
"p_family_child_summer_2008","TN","19"
"p_family_want_summer","TN","48"
"p_of_parents_agree_summer_academic","TN","75"
"avg_hr_per_day_summer","TN","4.68"
"avg_weeks_per_summer","TN","4.41"
"avg_dollars_per_week_summer","TN","214.4"
"p_of_parents_support_public_funding_summer","TN","88"
"p_of_parents_support_public_funding_summer_2009","TN","85"
"p_of_parents_report_stem_learning_opp","TN","59"
"p_of_parents_satisfied_stem_program","TN","71"
"p_of_parents_consider_stem_as_factor","TN","53"
"p_of_parents_agree_children_gain_stem","TN","68"
"p_of_parents_agree_should_provide_stem","TN","74"
"p_of_children_in_programs_2014","TX","17.8"
"p_of_children_in_programs_2009","TX","15"
"p_of_children_in_programs_2004","TX","10"
"avg_hr_per_week_in_programs","TX","6.83"
"avg_day_per_week_in_programs","TX","3.63"
"p_of_children_would_be_enrolled_2014","TX","37.3"
"p_of_children_would_be_enrolled_2009","TX","51"
"p_of_children_would_be_enrolled_2004","TX","30"
"p_of_children_alone_2014","TX","18.9"
"p_of_children_alone_2009","TX","26"
"p_of_children_alone_2004","TX","24"
"avg_hr_per_week_alone","TX","7.7"
"reason_1_not_enrolling_child","TX","The afterschool programs are too expensive"
"reason_2_not_enrolling_child","TX","Preference for alternative activities"
"reason_3_not_enrolling_child","TX",""
"ans_1_type_activity","TX","Homework assistance"
"p_for_ans_1_type_activity","TX","81.2"
"ans_2_type_activity","TX","Opportunities for physical activity"
"p_for_ans_2_type_activity","TX","79.9"
"ans_3_type_activity","TX","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","TX","78"
"ans_4_type_activity","TX","Opportunities for reading or writing"
"p_for_ans_4_type_activity","TX","75.6"
"ans_5_type_activity","TX","STEM learning opportunities"
"p_for_ans_5_type_activity","TX","69.1"
"p_of_parents_programs_excite_abt_learning","TX","61.5"
"p_of_parents_programs_help_child_gain_skills","TX","62.5"
"p_of_parents_programs_reduce_risky","TX","68.2"
"p_of_parents_support_public_funding_2014","TX","79.7"
"p_of_parents_support_public_funding_2009","TX","84"
"p_of_parents_receive_public_funding","TX","21.9"
"p_of_parents_satisfied_child_program_2014","TX","87.2"
"p_of_parents_satisfied_child_program_2009","TX","91"
"p_of_parents_satisfied_child_program_2004","TX","88"
"p_of_parents_satisfied_program_safe","TX","87"
"p_of_parents_satisfied_program_quality_of_care","TX","91.3"
"ans_1_select_program","TX","Location is convenient"
"p_for_ans_1_select_program","TX","83.8"
"ans_2_select_program","TX","Is a safe haven"
"p_for_ans_2_select_program","TX","83.4"
"ans_3_select_program","TX","My child enjoys the program"
"p_for_ans_3_select_program","TX","83.1"
"ans_4_select_program","TX","Knowledgeable and well-trained staff"
"p_for_ans_4_select_program","TX","82.7"
"ans_5_select_program","TX","The hours meet parents' needs"
"p_for_ans_5_select_program","TX","82.2"
"p_of_parents_program_public_school_bldg","TX","69.6"
"ans_1_program_provider","TX","Afterschool program run by a public school"
"ans_2_program_provider","TX","YMCA afterschool program"
"ans_3_program_provider","TX","Boys & Girls Club afterschool program"
"ans_4_program_provider","TX",""
"p_of_boys_program","TX","58.6"
"p_of_girls_program","TX","41.4"
"p_of_children_programs_qualify_federal_asst","TX","51.6"
"avg_dolllars_spent_per_week_program","TX","106.6"
"num_households_surveyed_2014","TX","467"
"num_children_screened_2014","TX","2792"
"err_margin_households_surveyed_2014","TX","2.6"
"err_margin_children_screened_2014","TX","1.9"
"p_of_children_alone_2014_6_to_8","TX","16.5"
"p_of_children_alone_2014_9_to_12","TX","28.7"
"p_of_children_alone_2014_k_to_5","TX","4.7"
"p_of_children_in_programs_2014_6_to_8","TX","18.2"
"p_of_children_in_programs_2014_9_to_12","TX","11.8"
"p_of_children_in_programs_2014_k_to_5","TX","22.1"
"p_of_children_would_be_enrolled_2014_6_to_8","TX","19.4"
"p_of_children_would_be_enrolled_2014_9_to_12","TX","29.2"
"p_of_children_would_be_enrolled_2014_k_to_5","TX","51.6"
"is_top_ten","TX","FALSE"
"p_of_parents_working_parents_peace","TX","73.7"
"p_of_parents_working_parents_keep_jobs","TX","68.5"
"real_of_children_in_programs_2014","TX","880,636"
"real_of_children_would_be_enrolled_2014","TX","1,516,900"
"real_of_children_alone_2014","TX","935,057"
"intro_text","TX","Over the past decade, the afterschool program participation rate has steadily increased, staying on par with the national average.  However, a decrease in the time children spend in an afterschool program–from an average of 9 hours per week in 2009 to fewer than 7 hours in 2014–as well as a decrease in parent satisfaction with some aspects of their child’s afterschool program, such as the variety of activities, has resulted in Texas falling out of the list of top 10 states for afterschool.  Despite dropping out of the top 10, 87 percent of Texas parents remain satisfied with their child’s afterschool program overall and 4 in 5 parents support public funding for afterschool programs. "
"p_of_parents_agree_should_provide_snacks","TX","65"
"p_of_parents_programs_offers_snacks","TX","78"
"p_of_parents_satisfied_programs_snacks","TX","70"
"p_of_parents_satisfied_healthy_snacks","TX","69"
"p_of_parents_snacks_important","TX","58"
"p_of_parents_healthy_snacks_important","TX","68"
"p_of_parents_agree_should_provide_physical","TX","74"
"p_of_parents_programs_offers_physical","TX","80"
"p_of_parents_satisfied_programs_physical_amount","TX","73"
"p_of_parents_satisfied_programs_physical_variety","TX","73"
"p_of_parents_physical_important","TX","73"
"p_family_child_summer_2013","TX","28"
"p_family_child_summer_2008","TX","24"
"p_family_want_summer","TX","55"
"p_of_parents_agree_summer_academic","TX","69"
"avg_hr_per_day_summer","TX","5.22"
"avg_weeks_per_summer","TX","5.55"
"avg_dollars_per_week_summer","TX","205.2"
"p_of_parents_support_public_funding_summer","TX","80"
"p_of_parents_support_public_funding_summer_2009","TX","84"
"p_of_parents_report_stem_learning_opp","TX","69"
"p_of_parents_satisfied_stem_program","TX","66"
"p_of_parents_consider_stem_as_factor","TX","59"
"p_of_parents_agree_children_gain_stem","TX","60"
"p_of_parents_agree_should_provide_stem","TX","67"
"p_of_children_in_programs_2014","UT","9.6"
"p_of_children_in_programs_2009","UT","9"
"p_of_children_in_programs_2004","UT","5"
"avg_hr_per_week_in_programs","UT","4.36"
"avg_day_per_week_in_programs","UT","2.58"
"p_of_children_would_be_enrolled_2014","UT","47.4"
"p_of_children_would_be_enrolled_2009","UT","35"
"p_of_children_would_be_enrolled_2004","UT","22"
"p_of_children_alone_2014","UT","16.5"
"p_of_children_alone_2009","UT","28"
"p_of_children_alone_2004","UT","23"
"avg_hr_per_week_alone","UT","6.46"
"reason_1_not_enrolling_child","UT","Preference for alternative activities"
"reason_2_not_enrolling_child","UT","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","UT",""
"ans_1_type_activity","UT","Opportunities for physical activity"
"p_for_ans_1_type_activity","UT","86.1"
"ans_2_type_activity","UT","Music or art"
"p_for_ans_2_type_activity","UT","68.8"
"ans_3_type_activity","UT","Opportunities for reading or writing"
"p_for_ans_3_type_activity","UT","67.7"
"ans_4_type_activity","UT","STEM learning opportunities"
"p_for_ans_4_type_activity","UT","62.9"
"ans_5_type_activity","UT","Beverages, snacks and/or meals"
"p_for_ans_5_type_activity","UT","59.9"
"p_of_parents_programs_excite_abt_learning","UT","57.6"
"p_of_parents_programs_help_child_gain_skills","UT","68.9"
"p_of_parents_programs_reduce_risky","UT","70.8"
"p_of_parents_support_public_funding_2014","UT","81"
"p_of_parents_support_public_funding_2009","UT","76"
"p_of_parents_receive_public_funding","UT","13.7"
"p_of_parents_satisfied_child_program_2014","UT","91.8"
"p_of_parents_satisfied_child_program_2009","UT","86"
"p_of_parents_satisfied_child_program_2004","UT","70"
"p_of_parents_satisfied_program_safe","UT","92"
"p_of_parents_satisfied_program_quality_of_care","UT","89.1"
"ans_1_select_program","UT","Knowledgeable and well-trained staff"
"p_for_ans_1_select_program","UT","83.9"
"ans_2_select_program","UT","Quality of care"
"p_for_ans_2_select_program","UT","82.4"
"ans_3_select_program","UT","Is a safe haven"
"p_for_ans_3_select_program","UT","80.8"
"ans_4_select_program","UT","The hours meet parents' needs"
"p_for_ans_4_select_program","UT","80.8"
"ans_5_select_program","UT","Location is convenient"
"p_for_ans_5_select_program","UT","79.7"
"p_of_parents_program_public_school_bldg","UT","72.6"
"ans_1_program_provider","UT","Afterschool program run by a public school"
"ans_2_program_provider","UT","Boys & Girls Club afterschool program"
"ans_3_program_provider","UT","Afterschool program run by library"
"ans_4_program_provider","UT",""
"p_of_boys_program","UT","54.9"
"p_of_girls_program","UT","45.1"
"p_of_children_programs_qualify_federal_asst","UT","47.8"
"avg_dolllars_spent_per_week_program","UT","42.9"
"num_households_surveyed_2014","UT","202"
"num_children_screened_2014","UT","887"
"err_margin_households_surveyed_2014","UT","5"
"err_margin_children_screened_2014","UT","3.4"
"p_of_children_alone_2014_6_to_8","UT","20.5"
"p_of_children_alone_2014_9_to_12","UT","29.8"
"p_of_children_alone_2014_k_to_5","UT","3.1"
"p_of_children_in_programs_2014_6_to_8","UT","11.9"
"p_of_children_in_programs_2014_9_to_12","UT","5.8"
"p_of_children_in_programs_2014_k_to_5","UT","12.1"
"p_of_children_would_be_enrolled_2014_6_to_8","UT","57.5"
"p_of_children_would_be_enrolled_2014_9_to_12","UT","35.7"
"p_of_children_would_be_enrolled_2014_k_to_5","UT","48.8"
"is_top_ten","UT","FALSE"
"p_of_parents_working_parents_peace","UT","80.7"
"p_of_parents_working_parents_keep_jobs","UT","71.2"
"real_of_children_in_programs_2014","UT","57,686"
"real_of_children_would_be_enrolled_2014","UT","257,482"
"real_of_children_alone_2014","UT","99,148"
"intro_text","UT","The percentage of Utah children participating in an afterschool program has doubled over the past decade, growing from 5 percent in 2014 to 10 percent in 2014. However, the percentage of Utah children participating in an afterschool program as well as the amount of time per week Utah children spend in an afterschool program is markedly below the national average.  Ninety-two percent of Utah parents who are able to take advantage of afterschool programs are highly satisfied with their child’s afterschool program. "
"p_of_parents_agree_should_provide_snacks","UT","61"
"p_of_parents_programs_offers_snacks","UT","60"
"p_of_parents_satisfied_programs_snacks","UT","57"
"p_of_parents_satisfied_healthy_snacks","UT","57"
"p_of_parents_snacks_important","UT","43"
"p_of_parents_healthy_snacks_important","UT","40"
"p_of_parents_agree_should_provide_physical","UT","76"
"p_of_parents_programs_offers_physical","UT","86"
"p_of_parents_satisfied_programs_physical_amount","UT","83"
"p_of_parents_satisfied_programs_physical_variety","UT","73"
"p_of_parents_physical_important","UT","59"
"p_family_child_summer_2013","UT","26"
"p_family_child_summer_2008","UT","16"
"p_family_want_summer","UT","48"
"p_of_parents_agree_summer_academic","UT","75"
"avg_hr_per_day_summer","UT","4.01"
"avg_weeks_per_summer","UT","4.16"
"avg_dollars_per_week_summer","UT","136.5"
"p_of_parents_support_public_funding_summer","UT","80"
"p_of_parents_support_public_funding_summer_2009","UT","76"
"p_of_parents_report_stem_learning_opp","UT","63"
"p_of_parents_satisfied_stem_program","UT","72"
"p_of_parents_consider_stem_as_factor","UT","40"
"p_of_parents_agree_children_gain_stem","UT","71"
"p_of_parents_agree_should_provide_stem","UT","76"
"p_of_children_in_programs_2014","VT","24.3"
"p_of_children_in_programs_2009","VT","20"
"p_of_children_in_programs_2004","VT","17"
"avg_hr_per_week_in_programs","VT","7.51"
"avg_day_per_week_in_programs","VT","3.36"
"p_of_children_would_be_enrolled_2014","VT","32.8"
"p_of_children_would_be_enrolled_2009","VT","26"
"p_of_children_would_be_enrolled_2004","VT","32"
"p_of_children_alone_2014","VT","24.3"
"p_of_children_alone_2009","VT","41"
"p_of_children_alone_2004","VT","16"
"avg_hr_per_week_alone","VT","7.92"
"reason_1_not_enrolling_child","VT","Preference for alternative activities"
"reason_2_not_enrolling_child","VT","The afterschool programs are too expensive"
