slug,state,place,text
p_of_boys_program,WY,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,WY,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,WY,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,WY,text,"Most families piece together a variety of afterschool solutions, with 78% of Wyoming's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (4%); sibling care (12%); and non-parental adult care, such as a grandparent or neighbor (19%). "
p_of_children_would_be_enrolled_,WY,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,WY,text,"In 2014, 45% of Wyoming's children would participate in an afterschool program if one were available, compared to 28% in 2009 and 39% in 2004."
p_of_children_alone_,WY,title,Children unsupervised after school
p_of_children_alone_,WY,text,"In 2014, 22% of Wyoming's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,WY,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,WY,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,WY,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,WY,text,"In 2014, 1% of Wyoming's children in grades K-5 were unsupervised after school, compared to 24% in grades 6-8 and 38% in grades 9-12."
just_text_demand_unmet,WY,title,What barriers to afterschool program enrollment are Wyoming families facing?
just_text_demand_unmet,WY,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs' locations are not convenient</li><li>Lack of child's enjoyment of programs</li></ul>"
p_of_parents_satisfied_child_program_,WY,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,WY,text,"In 2014, 67% of Wyoming's parents were satisfied with their child's afterschool program, compared to 77% in 2009 and 89% in 2004."
ans_1_select_program,WY,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,WY,text,<ul><li>Quality of care</li><li>Their child enjoys the afterschool program</li><li>Is a safe haven</li><li>Knowledgeable and well-trained staff</li><li>The hours meet parents' needs</li></ul>
ans_1_type_activity,WY,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,WY,text,"<ul><li>Opportunities for physical activity</li><li>Opportunities for reading or writing</li><li>Music or art</li><li>Beverages, snacks and/or meals</li><li>Parent/family activities</li></ul>"
p_of_parents_satisfied_program_safe,WY,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,WY,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,WY,title,Most common afterschool program providers
ans_1_program_provider,WY,text,<ol><li>Public school</li><li>Boys & Girls Clubs</li><li>City or town (including Parks and Recreation Department)</li></ol>
p_of_parents_program_public_school_bldg,WY,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,WY,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,WY,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,WY,text,"72% Wyoming parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,WY,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,WY,text,"72% Wyoming parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,WY,text,of Wyoming parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,WY,text,"of Wyoming parents support public funding for afterschool programs, while just 5% report receiving government assistance with the cost of afterschool."
FOOTNOTE,WY,text,"In Wyoming, 202 households and 409 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in Wyoming is 91,076, which is the foundation for all statewide projections in Wyoming After 3PM. "
p_of_children_in_programs_,Allegheny,title,Afterschool program participation in Allegheny County
p_of_children_in_programs_,Allegheny,text,"In 2014, 28% of Allegheny County's children participate in an afterschool program."
avg_hr_per_week_in_programs,Allegheny,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,Allegheny,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m."
p_of_boys_program,Allegheny,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,Allegheny,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,Allegheny,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,Allegheny,text,"Most families piece together a variety of afterschool solutions, with 61% of Allegheny County's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (14%); sibling care (17%); and non-parental adult care, such as a grandparent or neighbor (35%). "
p_of_children_would_be_enrolled_,Allegheny,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,Allegheny,text,"In 2014, 70% of Allegheny County's children would participate in an afterschool program if one were available."
p_of_children_alone_,Allegheny,title,Children unsupervised after school
p_of_children_alone_,Allegheny,text,"In 2014, 18% of Allegheny County's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,Allegheny,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,Allegheny,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
just_text_demand_unmet,Allegheny,title,What barriers to afterschool program enrollment are families facing?
just_text_demand_unmet,Allegheny,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Lack of a safe way for child to get to and come home from afterschool programs</li><li>Preference for alternative activities</li></ul>"
p_of_parents_satisfied_child_program_,Allegheny,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,Allegheny,text,"In 2014, 92% of Allegheny County's parents were satisfied with their child's afterschool program."
ans_1_select_program,Allegheny,title, Top 3 factors in parents' selection of an afterschool program
ans_1_select_program,Allegheny,text,<ul><li>Is a safe haven</li><li>The hours meet my needs</li><li>My child enjoys the program</li></ul>
ans_1_type_activity,Allegheny,title,Top 3 activities/services offered by afterschool programs
ans_1_type_activity,Allegheny,text,<ul><li>Opportunities for physical activity</li><li>Academic programs/clubs</li><li>STEM</li></ul>
p_of_parents_satisfied_program_safe,Allegheny,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,Allegheny,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,Allegheny,title,Most common afterschool program providers
ans_1_program_provider,Allegheny,text,<ol><li>Afterschool program run by public school</li><li>Boys & Girls Club</li><li>YMCA</li></ol>
p_of_parents_program_public_school_bldg,Allegheny,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,Allegheny,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,Allegheny,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,Allegheny,text,"66% parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,Allegheny,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,Allegheny,text,"72% parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,Allegheny,text,of parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,Allegheny,text,"of parents support public funding for afterschool programs, while just 26% report receiving government assistance with the cost of afterschool."
FOOTNOTE,Allegheny,text,"In Allegheny County, 127 households and 549 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in is 188,023, which is the foundation for all statewide projections in Allegheny County After 3PM. "
p_of_children_in_programs_,NYC,title,Afterschool program participation in New York City
p_of_children_in_programs_,NYC,text,"In 2014, 28% of New York City's children participate in an afterschool program, compared to 28% in 2009."
avg_hr_per_week_in_programs,NYC,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,NYC,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m."
p_of_boys_program,NYC,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,NYC,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,NYC,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
p_of_children_would_be_enrolled_,NYC,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,NYC,text,"In 2014, 67% of New York City's children would participate in an afterschool program if one were available."
p_of_children_alone_,NYC,title,Children unsupervised after school
p_of_children_alone_,NYC,text,"In 2014, 17% of New York City's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,NYC,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,NYC,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
just_text_demand_unmet,NYC,title,What barriers to afterschool program enrollment are families facing?
just_text_demand_unmet,NYC,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Afterschool programs are not available in their community</li><li>Preference for alternative activities</li><li>Lack of a safe way for child to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,NYC,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,NYC,text,"In 2014, 91% of New York City's parents were satisfied with their child's afterschool program."
ans_1_select_program,NYC,title, Top 3 factors in parents' selection of an afterschool program
ans_1_select_program,NYC,text,<ul><li>My child enjoys the program</li><li>Is a safe haven</li><li>Quality of care</li></ul>
ans_1_type_activity,NYC,title,Top 3 activities/services offered by afterschool programs
ans_1_type_activity,NYC,text,<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>STEM</li></ul>
p_of_parents_satisfied_program_safe,NYC,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,NYC,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,NYC,title,Most common afterschool program providers
ans_1_program_provider,NYC,text,<ol><li>Afterschool program run by public school</li><li>Boys & Girls Club</li><li>YMCA</li></ol>
p_of_parents_program_public_school_bldg,NYC,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,NYC,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,NYC,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,NYC,text,"72% parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,NYC,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,NYC,text,"76% parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,NYC,text,of parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,NYC,text,"of parents support public funding for afterschool programs, while just 26% report receiving government assistance with the cost of afterschool."
FOOTNOTE,NYC,text,"In New York City, 210 households and 402 children were screened for this study. According to 2014 U.S. Census Bureau, American Community Survey 1-Year-Estimates, the total school-age population in New York City is 1,228,827."
p_of_children_in_programs_,African.American,title,Afterschool program participation
p_of_children_in_programs_,African.American,text,"In 2014, 24% of African-American children participate in an afterschool program, compared to 24% in 2009 and 20% in 2004. "
avg_hr_per_week_in_programs,African.American,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,African.American,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,African.American,title,"Children in an afterschool program, by grade level"
p_of_children_in_programs_2014_,African.American,text,"In 2014, 30% of African-American children in grades K-5 participate in an afterschool program, compared to 23% in grades 6-8 and 16% in grades 9-12."
p_of_boys_program,African.American,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,African.American,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,African.American,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
p_of_children_would_be_enrolled_,African.American,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,African.American,text,"In 2014, 60% of African-American children would participate in an afterschool program if one were available, compared to 61% in 2009 and 53% in 2004."
p_of_children_alone_,African.American,title,Children unsupervised after school
p_of_children_alone_,African.American,text,"In 2014, 18% of African-American children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,African.American,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,African.American,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,African.American,title,"Children unsupervised after school, by grade level"
p_of_children_alone_2014_,African.American,text,"In 2014, 4% of African-American children in grades K-5 were unsupervised after school, compared to 22% in grades 6-8 and 37% in grades 9-12."
just_text_demand_unmet,African.American,title, What barriers to afterschool program enrollment are African-American families facing?
just_text_demand_unmet,African.American,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of a safe way for child to get to and come home from afterschool programs</li><li>The afterschool programs' hours of operation do not meet parents' needs</li></ul>"
p_of_parents_satisfied_child_program_,African.American,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,African.American,text,"In 2014, 92% of African-American parents were satisfied with their child's afterschool program, compared to 90% in 2009 and 92% in 2004."
ans_1_select_program,African.American,title, Top 3 factors in parents' selection of an afterschool program
ans_1_select_program,African.American,text,<ul><li>Is a safe haven</li><li>Quality of care</li><li>Convenient location</li></ul>
ans_1_type_activity,African.American,title,Top 3 activities/services offered by afterschool programs
ans_1_type_activity,African.American,text,"<ul><li>Homework assistance</li><li>Opportunities for physical activity</li><li>Beverages, snacks and/or meals</li></ul>"
p_of_parents_satisfied_program_safe,African.American,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,African.American,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,African.American,title,Most common afterschool program providers
ans_1_program_provider,African.American,text,<ol><li>Afterschool program run by a public school</li><li>Boys & Girls Club</li><li>YMCA</li></ol>
p_of_parents_program_public_school_bldg,African.American,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,African.American,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,African.American,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,African.American,text,"77% of African-American parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,African.American,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,African.American,text,"77% of African-American parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_support_public_funding_2014,African.American,text,"of African-American parents support public funding for afterschool programs, while just 22% report receiving government assistance with the cost of afterschool. "
FOOTNOTE,African.American,text,"The percentages and projected numbers of children and families in America After 3PM are based on survey responses from parents. Nationally, 30,720 households were screened, and 13,709 households completed in-depth interviews via an online survey using a blend of national consumer panels. At least 200 households completed interviews in every state and the District of Columbia, between Feb. 28 and April 17, 2014. "
p_of_children_in_programs_,Hispanic,title,Afterschool program participation
p_of_children_in_programs_,Hispanic,text,"In 2014, 29% of Hispanic children participate in an afterschool program, compared to 21% in 2009 and 15% in 2004. "
avg_hr_per_week_in_programs,Hispanic,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,Hispanic,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,Hispanic,title,"Children in an afterschool program, by grade level"
p_of_children_in_programs_2014_,Hispanic,text,"In 2014, 32% of Hispanic children in grades K-5 participate in an afterschool program, compared to 27% in grades 6-8 and 21% in grades 9-12."
p_of_boys_program,Hispanic,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,Hispanic,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,Hispanic,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
p_of_children_would_be_enrolled_,Hispanic,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,Hispanic,text,"In 2014, 57% of Hispanic children would participate in an afterschool program if one were available, compared to 47% in 2009 and 44% in 2004."
p_of_children_alone_,Hispanic,title,Children unsupervised after school
p_of_children_alone_,Hispanic,text,"In 2014, 11% of Hispanic children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,Hispanic,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,Hispanic,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,Hispanic,title,"Children unsupervised after school, by grade level"
p_of_children_alone_2014_,Hispanic,text,"In 2014, 2% of Hispanic children in grades K-5 were unsupervised after school, compared to 11% in grades 6-8 and 31% in grades 9-12."
just_text_demand_unmet,Hispanic,title, What barriers to afterschool program enrollment are Hispanic families facing?
just_text_demand_unmet,Hispanic,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li><li>Lack of a safe way for child to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,Hispanic,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,Hispanic,text,"In 2014, 89% of Hispanic parents were satisfied with their child's afterschool program, compared to 93% in 2009 and 88% in 2004."
ans_1_select_program,Hispanic,title, Top 3 factors in parents' selection of an afterschool program
ans_1_select_program,Hispanic,text,<ul><li>Quality of care</li><li>Convenient location</li><li>Is a safe haven</li></ul>
ans_1_type_activity,Hispanic,title,Top 3 activities/services offered by afterschool programs
ans_1_type_activity,Hispanic,text,<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>STEM</li></ul>
p_of_parents_satisfied_program_safe,Hispanic,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,Hispanic,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,Hispanic,title,Most common afterschool program providers
ans_1_program_provider,Hispanic,text,<ol><li>Afterschool program run by a public school</li><li>YMCA</li><li>Boys & Girls Club</li></ol>
p_of_parents_program_public_school_bldg,Hispanic,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,Hispanic,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,Hispanic,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,Hispanic,text,"73% of Hispanic parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,Hispanic,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,Hispanic,text,"78% of Hispanic parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_support_public_funding_2014,Hispanic,text,"of Hispanic parents support public funding for afterschool programs, while just 26% report receiving government assistance with the cost of afterschool. "
FOOTNOTE,Hispanic,text,"The percentages and projected numbers of children and families in America After 3PM are based on survey responses from parents. Nationally, 30,720 households were screened, and 13,709 households completed in-depth interviews via an online survey using a blend of national consumer panels. At least 200 households completed interviews in every state and the District of Columbia, between Feb. 28 and April 17, 2014. "
p_of_children_in_programs_,Rural,title,Afterschool program participation in rural communities
p_of_children_in_programs_,Rural,text,"In 2014, 13% of rural children participate in an afterschool program. "
avg_hr_per_week_in_programs,Rural,title,Average time per week rural children spend in an afterschool program
avg_hr_per_week_in_programs,Rural,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,Rural,title,NA
p_of_children_in_programs_2014_,Rural,text,NA
p_of_boys_program,Rural,title,NA
avg_dolllars_spent_per_week_program,Rural,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,Rural,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
p_of_children_would_be_enrolled_,Rural,title,Rural children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,Rural,text,"In 2014, 39% of rural children would participate in an afterschool program if one were available, compared to 39% in 2009."
p_of_children_alone_,Rural,title,Rural children unsupervised after school
p_of_children_alone_,Rural,text,"In 2014, 20% of rural children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,Rural,title,Average time per week rural children spend alone & unsupervised after school
avg_hr_per_week_alone,Rural,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,Rural,title,NA
p_of_children_alone_2014_,Rural,text,NA
p_of_parents_satisfied_child_program_,Rural,title,Rural parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,Rural,text,"In 2014, 85% of rural parents were satisfied with their child's afterschool program."
ans_1_select_program,Rural,title, Top 5 factors in rural parents' selection of an afterschool program
ans_1_select_program,Rural,text,<ul><li>Quality of care</li><li>Is a safe haven</li><li>Location is convenient</li><li>Their child enjoys the afterschool program</li><li>Knowledgeable and well-trained staff</li></ul>
ans_1_type_activity,Rural,title,Top 5 activities/services offered by rural afterschool programs
ans_1_type_activity,Rural,text,"<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>Beverages, snacks and/or meals</li><li>Opportunities for reading or writing</li><li>STEM learning opportunities</li></ul>"
p_of_parents_satisfied_program_safe,Rural,title,Rural parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,Rural,title,Rural parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,Rural,title,Most common afterschool program providers in rural communities
ans_1_program_provider,Rural,text,<ol><li>Public schools</li><li>Boys & Girls Clubs</li><li>Private schools</li></ol>
p_of_parents_program_public_school_bldg,Rural,text,of rural parents report that their child's afterschool program is located in a public school building. 
p_of_parents_programs_excite_abt_learning,Rural,title,Rural parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,Rural,title,Rural parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,Rural,text,65% of rural parents agree that afterschool programs can help children gain workforce skills. 
p_of_parents_programs_reduce_risky,Rural,title,Rural parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,Rural,text,72% of rural parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors.
p_of_parents_support_public_funding_2014,Rural,text,of rural parents support public funding for afterschool programs.
FOOTNOTE,Rural,text,"The percentages and projected numbers of children and families in <i>America After 3PM</i> are based on survey responses from parents. Nationally, 30,720 households were screened, and 13,709 households completed in-depth interviews.  For the purposes of <i>America After 3PM</i>, survey respondents designated as those living in rural communities are those that meet the two following criteria: 
1) Selected ""rural community"" as the community type that they live in and 
2) Must not live in a zip code that the Census Bureau has designated as not having any rural areas. 
Based on the above criteria, 3,805 rural households were screened for this study."
just_text_demand_unmet,Rural,title,What barriers to afterschool program enrollment are rural families facing?
just_text_demand_unmet,Rural,text,"After lack of need, the predominant challenges rural parents face enrolling their child in an afterschool program include: <ul><li>Affordability of afterschool programs</li><li>Finding available afterschool programs</li><li>Accessing afterschool programs</li><li>Lack of information about afterschool programs</li></ul>"
p_of_parents_working_parents_peace,Rural,text,of rural parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_working_parents_keep_jobs,Rural,text,of rural parents agree that afterschool programs help working parents keep their jobs.
p_of_parents_agree_should_provide_snacks,Rural,title,"Rural parents agree that afterschool programs should provide children healthy beverages, snacks and/or meals"
p_of_parents_programs_offers_snacks,Rural,title,"Rural parents whose child's afterschool program offers beverages, snacks and/or meals"
health_snacks_double,Rural,title,Rural parents satisfied with the food in their child's afterschool program
p_of_parents_snacks_important,Rural,title,Rural parents say that afterschool programs providing snacks/meals was very important in choosing their child's program
p_of_parents_healthy_snacks_important,Rural,title,Rural parents say that afterschool programs providing healthy snacks/meals was very important in choosing their child's program
p_of_parents_agree_should_provide_physical,Rural,title,Rural parents agree that afterschool programs should provide children opportunities to be physically active
p_of_parents_programs_offers_physical,Rural,title,Rural parents whose child's afterschool program offers opportunities for physical activity
health_activity_double,Rural,title,Rural parents satisfied with the physical activity in their child's afterschool program
p_of_parents_physical_important,Rural,title,Rural parents say that opportunities for physical activity was very important in choosing their child's afterschool program
p_family_child_summer_2013,Rural,title,Rural families report at least one child is in a summer learning program
p_family_want_summer,Rural,title,Rural families say that they want their children enrolled in a summer learning program
p_of_parents_agree_summer_academic,Rural,title,Rural parents agree that summer activities are important
p_of_parents_agree_summer_academic,Rural,text,of rural parents agree that summer activities that help their child maintain academic skills and learn new things are important.
avg_hr_per_day_summer,Rural,title,Average time rural children spend in a summer learning program
avg_dollars_per_week_summer,Rural,title,Average amount rural parents spend per week on summer learning programs
p_of_parents_support_public_funding_summer,Rural,title,Rural parents support public funding for summer learning programs
p_of_parents_report_stem_learning_opp,Rural,title,Rural parents report that their child's afterschool program offers STEM learning opportunities
p_of_parents_satisfied_stem_program,Rural,title,Rural parents satisfied with the STEM learning opportunities offered in their child's afterschool program
p_of_parents_consider_stem_as_factor,Rural,title,Rural parents considered STEM as a factor when selecting their child's afterschool program
p_of_parents_agree_children_gain_stem,Rural,title,Rural parents agree that children can gain STEM skills from afterschool programs
p_of_parents_agree_should_provide_stem,Rural,title,Rural parents agree that afterschool programs should offer STEM
p_of_parents_agree_should_provide_stem,Rural,text,of rural parents agree that afterschool programs should provide opportunities to explore and engage in hands-on STEM learning. 
p_of_children_in_programs_,Poverty,title,Afterschool program participation
p_of_children_in_programs_,Poverty,text,"In 2014, 24% of children living in communities of concentrated poverty participated in an afterschool program. "
avg_hr_per_week_in_programs,Poverty,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,Poverty,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,Poverty,title,NA
p_of_children_in_programs_2014_,Poverty,text,NA
p_of_boys_program,Poverty,title,NA
avg_dolllars_spent_per_week_program,Poverty,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,Poverty,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
p_of_children_would_be_enrolled_,Poverty,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,Poverty,text,"In 2014, 56% of children living in communities of concentrated poverty would participate in an afterschool program if one were available."
p_of_children_alone_,Poverty,title,Children unsupervised after school
p_of_children_alone_,Poverty,text,"In 2014, 19% of children living in communities of concentrated poverty were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,Poverty,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,Poverty,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,Poverty,title,NA
p_of_children_alone_2014_,Poverty,text,NA
p_of_parents_satisfied_child_program_,Poverty,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,Poverty,text,"In 2014, 91% of parents living in communities of concentrated poverty were satisfied with their child's afterschool program."
ans_1_select_program,Poverty,title, Top 5 factors for parents when selecting an afterschool program
ans_1_select_program,Poverty,text,<ul><li>Is a safe haven</li><li>Quality of care</li><li>Their child enjoys the afterschool program</li><li>Hours meet needs</li><li>Knowledgeable and well-trained staff</li></ul>
